ID,Movie Names,Year,Genere,Rating
428,The Matrix,1999,"Action, Science Fiction",8.2
429,Girl in Room 13,2022,"Thriller, Drama, TV Movie",7.5
430,Wonder Woman,2017,"Action, Adventure, Fantasy",7.2
431,Grown Ups,2010,Comedy,6.4
432,Logan,2017,"Action, Drama, Science Fiction",7.8
433,Snow White and the Seven Dwarfs,1937,"Fantasy, Animation, Family",7.1
434,Memory,2022,"Action, Thriller, Crime",6.9
435,The Machine,2023,"Comedy, Action, Crime",6
436,The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy, Action",7.3
437,Blade of the 47 Ronin,2022,Fantasy,6.6
438,The Godfather Part III,1990,"Crime, Drama, Thriller",7.4
439,Blended,2014,"Comedy, Romance",6.9
440,Harry Potter 20th Anniversary: Return to Hogwarts,2022,Documentary,7.3
441,The Descent: Part 2,2009,"Adventure, Horror, Thriller",5.9
442,The Lorax,1972,"Animation, Family, TV Movie",7.2
443,The Hunger Games: Mockingjay - Part 1,2014,"Science Fiction, Adventure, Thriller",6.8
444,Monsters University,2013,"Animation, Family",7
445,Mission: Impossible - Dead Reckoning Part Two,2024,"Action, Adventure, Thriller",0
446,How to Train Your Dragon: The Hidden World,2019,"Animation, Family, Adventure",7.8
447,Pixels,2015,"Action, Comedy, Science Fiction",5.7
448,Scooby-Doo,2002,"Mystery, Adventure, Comedy",6.1
449,Hidden Figures,2016,"Drama, History",8.1
450,Venom,2018,"Science Fiction, Action",6.8
451,Mad Max: Fury Road,2015,"Action, Adventure, Science Fiction",7.6
452,Creed II,2018,"Drama, Action",7
453,Barbie Presents: Thumbelina,2009,"Animation, Family",6.6
454,Tenet,2020,"Action, Thriller, Science Fiction",7.2
455,Glass Onion: A Knives Out Mystery,2022,"Comedy, Crime, Mystery",7.1
456,Suicide Squad,2016,"Action, Adventure, Fantasy",5.9
457,Corpse Bride,2005,"Romance, Fantasy, Animation",7.5
458,Barbie: Skipper and the Big Babysitting Adventure,2023,"Animation, Family",7.2
459,The Initiated,2023,"Crime, Mystery, Thriller",7.6
460,The SpongeBob Movie: Sponge on the Run,2020,"Family, Animation, Fantasy, Adventure, Comedy",7.5
461,Barbie as The Princess & the Pauper,2004,"Animation, Family, Comedy",7.5
462,The Twilight Saga: Eclipse,2010,"Adventure, Fantasy, Drama, Romance",6.2
463,Alice in Wonderland,1951,"Animation, Family, Fantasy, Adventure",7.2
464,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Adventure, Action, Fantasy",6.6
465,Stars at Noon,2022,"Drama, Romance, Thriller",6
466,Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure, Fantasy, Family",6.2
467,I Believe,2019,"Family, Drama",7.1
468,Jurassic World: Fallen Kingdom,2018,"Action, Adventure, Science Fiction, Thriller",6.6
469,Blue Jean,2023,Drama,7.2
470,Terrifier,2018,"Horror, Thriller",6.5
471,Busty Cops: Protect and Serve!,2009,"Comedy, Crime, Mystery, Romance",4.8
472,Pride & Prejudice,2005,"Drama, Romance",8.1
473,Pacific Rim,2013,"Action, Science Fiction, Adventure",6.9
474,The Jack in the Box: Awakening,2022,Horror,6.4
475,Wonder Woman 1984,2020,"Action, Adventure, Fantasy",6.5
476,The Infernal Machine,2022,"Thriller, Mystery",6.5
477,2012,2009,"Action, Adventure, Science Fiction",5.8
478,Taken 3,2014,"Thriller, Action",6.2
479,The Lair,2022,"Horror, Action",5.6
480,The Equalizer 3,2023,"Action, Thriller, Crime",0
481,Alien,1979,"Horror, Science Fiction",8.1
482,Gifted,2017,"Drama, Comedy",8
483,Scream,1996,"Crime, Horror, Mystery",7.4
484,Brave,2012,"Animation, Adventure, Comedy, Family, Action, Fantasy",7
485,Cars 2,2011,"Animation, Family, Adventure, Comedy",6.1
486,Teen Wolf: The Movie,2023,"Action, Fantasy, TV Movie",7.7
487,Predator,1987,"Science Fiction, Action, Adventure, Thriller",7.5
488,On the Line,2022,Thriller,6.1
489,Penguins of Madagascar,2014,"Family, Animation, Adventure, Comedy",6.5
490,Scarface,1983,"Action, Crime, Drama",8.2
491,Thor: Ragnarok,2017,"Action, Adventure, Science Fiction",7.6
492,Forrest Gump,1994,"Comedy, Drama, Romance",8.5
493,Chappie,2015,"Crime, Action, Science Fiction",6.8
494,The Age of Adaline,2015,"Romance, Fantasy, Drama",7.5
495,Dead Shot,2023,"Action, Thriller",0
496,Tarzan,1999,"Family, Adventure, Animation, Drama",7.4
497,The Minute You Wake Up Dead,2022,"Thriller, Crime",5.6
498,Rush Hour 2,2001,"Action, Comedy, Crime",6.7
499,Maleficent,2014,"Fantasy, Adventure, Action, Family, Romance",7.1
500,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,"Action, Crime",7
501,Fifty Shades Darker,2017,"Drama, Romance",6.5
502,Mission: Impossible III,2006,"Adventure, Action, Thriller",6.7
503,The Sea Beast,2022,"Animation, Adventure, Family, Fantasy",7.5
504,"Lyle, Lyle, Crocodile",2022,"Comedy, Family, Music",7.3
505,Ready Player One,2018,"Science Fiction, Adventure, Action",7.6
506,Air,2023,"Drama, History",7.4
507,The Godfather Part II,1974,"Drama, Crime",8.6
508,Homefront,2013,"Action, Thriller",7
509,The Terminator,1984,"Action, Thriller, Science Fiction",7.6
510,Baywatch,2017,"Comedy, Action, Crime",6.1
511,Gone Girl,2014,"Mystery, Thriller, Drama",7.9
512,The Devil Wears Prada,2006,"Comedy, Drama, Romance",7.4
513,The Lion King II: Simba's Pride,1998,"Family, Adventure, Animation, Action",6.9
514,Big Momma's House 2,2006,"Comedy, Crime",5.7
515,Aladdin,1992,"Animation, Family, Adventure, Fantasy, Romance",7.6
516,Partysaurus Rex,2012,"Family, Animation, Comedy",7.2
517,The Perfect Find,2023,"Romance, Comedy",6.1
518,Kung Fu Panda,2008,"Action, Adventure, Animation, Family, Comedy",7.2
519,The Twilight Saga: Breaking Dawn - Part 1,2011,"Adventure, Fantasy, Romance",6.2
520,Dog,2022,"Drama, Comedy",7.3
521,The Fifth Element,1997,"Adventure, Fantasy, Action, Thriller, Science Fiction",7.5
522,Unknown: Cave of Bones,2023,Documentary,7.6
523,Jagged Mind,2023,Horror,6.3
524,Nope,2022,"Horror, Mystery, Science Fiction",6.9
525,Ice Age: The Meltdown,2006,"Animation, Family, Comedy, Adventure",6.7
526,Barbie as Rapunzel,2002,"Animation, Family",7
527,Devotion,2022,"War, Drama, Action",7.2
528,Love Again,2023,"Romance, Drama, Comedy",6.8
529,Bandit,2022,"Crime, Drama, Thriller",6.2
530,Saving Private Ryan,1998,"Drama, History, War",8.2
531,The Amazing Maurice,2022,"Animation, Adventure, Comedy, Family, Fantasy",6.9
532,Madagascar,2005,"Family, Animation, Adventure, Comedy",6.9
533,The Green Mile,1999,"Fantasy, Drama, Crime",8.5
534,The Offering,2022,"Drama, Horror",6.1
535,Tom & Jerry,2021,"Comedy, Family, Animation",6.9
536,Incredibles 2,2018,"Action, Adventure, Animation, Family",7.5
537,Barbie Mariposa,2008,"Animation, Fantasy, Family",6.7
538,Ice Age: Continental Drift,2012,"Animation, Comedy, Adventure, Family",6.4
539,Beauty and the Beast,2017,"Family, Fantasy, Romance",7
540,Godzilla: King of the Monsters,2019,"Science Fiction, Action",6.7
541,Se7en,1995,"Crime, Mystery, Thriller",8.4
542,Scary Movie 5,2013,Comedy,4.8
543,Craving,2023,"Crime, Horror, Thriller",4.7
544,Last Seen Alive,2022,"Action, Thriller",6.5
545,Annabelle Comes Home,2019,"Horror, Mystery, Thriller",6.4
546,Megalodon,2004,"Horror, Science Fiction, Adventure, Action, Thriller",4.7
547,Unknown: Killer Robots,2023,Documentary,7
548,Rambo: Last Blood,2019,"Action, Thriller, Drama",6.5
549,Jupiter Ascending,2015,"Science Fiction, Fantasy, Action",5.4
550,Roald Dahl's The Witches,2020,"Adventure, Fantasy, Comedy, Family, Horror",6.4
551,Money Shot: The Pornhub Story,2023,Documentary,5.8
552,The Penitent Thief,2021,Drama,6.1
553,Detachment,2011,Drama,7.6
554,Wrong Turn,2021,"Horror, Thriller, Drama",6
555,Infinite,2021,"Science Fiction, Action, Thriller",6.6
556,Making The Witcher,2020,Documentary,7.2
557,Survival Island,2006,"Thriller, Mystery, Drama, Romance",5.3
558,Just Go with It,2011,"Comedy, Romance",6.7
559,Annabelle: Creation,2017,"Horror, Mystery, Thriller",6.6
560,Barbie in The 12 Dancing Princesses,2006,"Animation, Family",7.7
561,Bird Box,2018,"Thriller, Drama, Science Fiction",6.9
562,The Mummy,1999,"Adventure, Action, Fantasy",6.9
563,Space Jam: A New Legacy,2021,"Family, Animation, Comedy, Science Fiction",6.8
564,Beau Is Afraid,2023,"Comedy, Adventure, Fantasy",6.9
565,Superbad,2007,Comedy,7.2
566,In Time,2011,"Action, Thriller, Science Fiction",7
567,Undisputed III: Redemption,2010,"Action, Thriller",7.5
568,Lolita,1997,Drama,7.1
569,Red Sparrow,2018,"Thriller, Mystery",6.5
570,Despicable Me 2,2013,"Animation, Comedy, Family",6.9
571,Alice in Wonderland,2010,"Family, Fantasy, Adventure",6.6
572,Adrenaline,2022,Action,6
573,Despicable Me,2010,"Family, Animation, Comedy, Crime",7.2
574,Deep Water,2022,"Drama, Mystery, Thriller",5.8
575,Rampage,2018,"Action, Adventure, Science Fiction",6.4
576,Big George Foreman,2023,"History, Drama",7.7
577,1917,2019,"War, Drama, History",8
578,WALL·E,2008,"Animation, Family, Science Fiction",8.1
579,The Good Dinosaur,2015,"Adventure, Animation, Family",6.7
580,The Shack,2017,"Drama, Fantasy",7.5
581,Scary Movie 2,2001,Comedy,5.8
582,Sing,2016,"Animation, Comedy, Family, Music",7.1
583,Indiana Jones and the Last Crusade,1989,"Adventure, Action",7.8
584,Norbit,2007,Comedy,5.6
585,H.P. Lovecraft's Witch House,2022,Horror,5.1
586,Last Man Down,2021,"Action, Thriller",6.2
587,The Last Voyage of the Demeter,2023,"Horror, Thriller",0
588,Shooting Stars,2023,Drama,8.3
589,Mission: Impossible II,2000,"Adventure, Action, Thriller",6.1
590,Catch Me If You Can,2002,"Drama, Crime",8
591,Nightalk,2022,"Thriller, Romance, Mystery, Crime",0
592,The Haunting of Hell Hole Mine,2023,"Horror, Thriller, Mystery",6
593,Saw X,2023,"Horror, Thriller, Mystery",0
594,The Guardians of the Galaxy Holiday Special,2022,"Comedy, Science Fiction, Adventure",7.2
595,Inside Christopher Nolan's Oppenheimer,2023,Documentary,0
596,Primal: Tales of Savagery,2019,"Action, Adventure, Animation, Drama",8.4
597,Rambo: First Blood Part II,1985,"Action, Adventure, Thriller, War",6.6
598,Men in Black,1997,"Action, Adventure, Comedy, Science Fiction",7.2
599,Clock,2023,"Horror, Thriller",5.8
600,Fantastic Beasts and Where to Find Them,2016,"Fantasy, Adventure, Family",7.3
601,Girl in the Basement,2021,"Crime, Thriller, TV Movie",7.8
602,"Crazy, Stupid, Love.",2011,"Comedy, Drama, Romance",7.3
603,The Jungle Book,1967,"Family, Animation, Adventure",7.3
604,Inglourious Basterds,2009,"Drama, Thriller, War",8.2
605,Wrong Turn,2003,"Horror, Thriller",6.3
606,The Mummy Resurrection,2023,Horror,6.7
607,Wrong Turn 4: Bloody Beginnings,2011,"Horror, Thriller",5.7
608,National Lampoon's Vacation,1983,"Comedy, Adventure",7.1
609,Emily the Criminal,2022,"Crime, Drama, Thriller",6.8
610,The Twilight Saga: Breaking Dawn - Part 2,2012,"Adventure, Fantasy, Drama, Romance",6.5
611,Gringa,2023,"Comedy, Drama",5.3
612,The Foreigner,2017,"Action, Thriller",7
613,Aladdin,2019,"Adventure, Fantasy, Romance, Family",7.1
614,Constantine,2005,"Fantasy, Action, Horror",7.1
615,Thor: The Dark World,2013,"Action, Adventure, Fantasy",6.5
616,Nobody,2021,"Action, Crime, Thriller",8
617,The Incredible Hulk,2008,"Science Fiction, Action, Adventure",6.2
618,The Incredibles,2004,"Action, Adventure, Animation, Family",7.7
619,Django Unchained,2012,"Drama, Western",8.2
620,Little Dixie,2023,"Thriller, Action, Drama, Crime",5.8
621,The Invitation,2022,"Horror, Thriller",6.3
622,The Adam Project,2022,"Adventure, Science Fiction",7.1
623,The Nightmare Before Christmas,1993,"Fantasy, Animation, Family",7.8
624,One Hundred and One Dalmatians,1961,"Adventure, Animation, Comedy, Family",7.2
625,The SpongeBob SquarePants Movie,2004,"Family, Animation, Comedy, Fantasy, Adventure",7
626,Sex Tape,2014,Comedy,5.4
627,The Predator,2018,"Science Fiction, Action, Adventure",5.6
628,Monster Hunter,2020,"Action, Fantasy, Adventure",6.7
629,Puss in Boots,2011,"Animation, Family, Fantasy, Adventure, Comedy, Western",6.5
630,Pacific Rim: Uprising,2018,"Action, Fantasy, Science Fiction, Adventure",6.1
631,Barbie and the Diamond Castle,2008,"Animation, Family",7.4
632,Captain Marvel,2019,"Action, Adventure, Science Fiction",6.8
633,The Black Phone,2022,"Horror, Thriller",7.7
634,Back to the Future,1985,"Adventure, Comedy, Science Fiction",8.3
635,Taken,2008,"Action, Thriller",7.4
636,Jack Reacher,2012,"Crime, Drama, Thriller, Action",6.6
637,Whisper,2022,"Horror, Thriller",6.3
638,Saw,2004,"Horror, Mystery, Crime",7.4
639,Lilo & Stitch,2002,"Animation, Family",7.5
640,Mafia Mamma,2023,"Crime, Comedy",6.5
641,The Parent Trap,1998,"Comedy, Family",7.2
642,Heat,1995,"Action, Crime, Drama, Thriller",7.9
643,Shutter Island,2010,"Drama, Thriller, Mystery",8.2
644,Pretty Woman,1990,"Comedy, Romance",7.4
645,Barbie: A Fashion Fairytale,2010,"Family, Animation",7.2
646,The Forever Purge,2021,"Horror, Action, Thriller",7
647,Gran Turismo,2023,"Action, Drama",0
648,Savage Salvation,2022,Thriller,6.3
649,Wreck-It Ralph,2012,"Family, Animation, Comedy, Adventure",7.3
650,The Hobbit: The Desolation of Smaug,2013,"Fantasy, Adventure, Action",7.6
651,Bambi,1942,"Animation, Drama, Family",7
652,Maneater,2022,"Mystery, Thriller, Horror",4.6
653,A Bug's Life,1998,"Adventure, Animation, Comedy, Family",7
654,X-Men: Days of Future Past,2014,"Action, Adventure, Science Fiction",7.5
655,Indiana Jones and the Temple of Doom,1984,"Adventure, Action",7.3
656,Cars,2006,"Animation, Adventure, Comedy, Family",6.9
657,Strange World,2022,"Animation, Family, Adventure, Science Fiction",6.5
658,Barbie: Mermaid Power,2022,Animation,7
659,The Contractor,2022,"Action, Adventure, Thriller",6.4
660,The Gray Man,2022,"Action, Thriller",7
661,Aliens,1986,"Action, Thriller, Science Fiction",7.9
662,Shark Tale,2004,"Animation, Action, Comedy, Family",6
663,The Addams Family 2,2021,"Animation, Adventure, Comedy, Family, Fantasy, Horror",7
664,Where the Crawdads Sing,2022,"Mystery, Drama, Thriller",7.6
665,Creed,2015,"Action, Drama",7.4
666,Terminator: Dark Fate,2019,"Science Fiction, Action",6.5
667,Robots,2023,"Comedy, Science Fiction, Romance, Fantasy",6.1
668,Jaws,1975,"Horror, Thriller, Adventure",7.7
669,Barbie: A Fairy Secret,2011,"Animation, Family, Fantasy",6.7
670,X-Men: Apocalypse,2016,"Action, Adventure, Science Fiction, Fantasy",6.5
671,Dead Silence,2007,Horror,6.4
672,From Straight A's to XXX,2017,"Drama, TV Movie",6
673,Blue Lagoon: The Awakening,2012,"Drama, Adventure, Romance, TV Movie",6.5
674,Apocalypto,2006,"Action, Drama, History",7.6
675,Lucy,2014,"Action, Science Fiction",6.4
676,The Unholy,2021,"Horror, Mystery",6.7
677,Journey 2: The Mysterious Island,2012,"Adventure, Action, Science Fiction",6.1
678,Batman: The Doom That Came to Gotham,2023,"Animation, Fantasy, Horror, Action, Mystery",6.6
679,White Men Can't Jump,2023,"Comedy, Drama",6.6
680,The Simpsons Movie,2007,"Animation, Comedy, Family",7
681,Blade Runner,1982,"Science Fiction, Drama, Thriller",7.9
682,The Equalizer 2,2018,"Action, Thriller, Crime",6.7
683,Jumanji: The Next Level,2019,"Adventure, Comedy, Fantasy",6.9
684,Pinocchio,2022,"Fantasy, Adventure, Family",6.4
685,Split,2017,"Horror, Thriller",7.3
686,Black Panther,2018,"Action, Adventure, Science Fiction",7.4
687,How the Grinch Stole Christmas,2000,"Family, Comedy, Fantasy",6.7
688,The Help,2011,Drama,8.2
689,Snake Eyes: G.I. Joe Origins,2021,"Action, Adventure",6.6
690,Tetris,2023,"Thriller, History, Drama",7.8
691,Wrong Turn 5: Bloodlines,2012,"Horror, Thriller",5.4
692,About My Father,2023,Comedy,6.4
693,How to Train Your Dragon,2010,"Fantasy, Adventure, Animation, Family",7.8
694,Rush Hour,1998,"Action, Comedy, Crime",7
695,Maleficent: Mistress of Evil,2019,"Family, Fantasy, Adventure, Action",7.3
696,Your Ticket Is No Longer Valid,1981,Drama,3.7
697,Mulan,2020,"Adventure, Fantasy, Drama, Action",6.9
698,xXx: Return of Xander Cage,2017,"Action, Adventure, Crime",6.1
699,Willy Wonka & the Chocolate Factory,1971,"Family, Fantasy, Comedy",7.5
700,Mortal Kombat,2021,"Action, Fantasy, Adventure",7.1
701,The Menu,2022,"Horror, Thriller, Comedy",7.2
702,Scary Movie 4,2006,Comedy,5.5
703,Barbie in A Mermaid Tale,2010,"Animation, Family, Fantasy",7.2
704,You Don't Mess with the Zohan,2008,"Comedy, Action",5.7
705,Kong: Skull Island,2017,"Action, Adventure, Fantasy",6.5
706,The Boogeyman,2023,"Horror, Mystery, Fantasy",6.3
707,Bumblebee,2018,"Action, Adventure, Science Fiction",6.7
708,Halloween Ends,2022,"Horror, Thriller",6.2
709,Juno,2007,"Comedy, Drama, Romance",7
710,Abandoned,2022,"Horror, Mystery, Thriller",6.2
711,The Twilight Saga: New Moon,2009,"Adventure, Fantasy, Drama, Romance",6
712,Whiplash,2014,"Drama, Music",8.4
713,Ripper's Revenge,2023,Horror,6.4
714,Tinker Bell and the Legend of the NeverBeast,2014,"Adventure, Animation, Family",7.2
715,Valkyrie,2008,"Drama, Thriller, War",6.9
716,American Pie Presents: Girls' Rules,2020,Comedy,6.3
717,Godzilla,2014,"Action, Drama, Science Fiction",6.3
718,Old,2021,"Thriller, Mystery, Horror",6.4
719,Aquaman and the Lost Kingdom,2023,"Action, Adventure, Fantasy",0
720,The Proposal,2009,"Comedy, Romance, Drama",7.1
721,Wish Dragon,2021,"Animation, Family, Comedy, Fantasy",8
722,Rambo,2008,"Action, Thriller",6.6
723,Star Wars: The Force Awakens,2015,"Adventure, Action, Science Fiction",7.3
724,Knives Out,2019,"Comedy, Crime, Mystery",7.9
725,Monster High: The Movie,2022,"Family, Fantasy, Comedy, Adventure, Music, TV Movie",7
726,Pretty Red Dress,2023,Drama,6.7
727,Ralph Breaks the Internet,2018,"Family, Animation, Comedy, Adventure",7.2
728,The Curse of La Llorona,2019,"Horror, Mystery, Thriller",5.7
729,The Princess,2022,"Action, Fantasy",6.9
730,Woody Woodpecker,2017,"Comedy, Family, Animation",6.7
731,Troy,2004,"Adventure, History, War, Action",7.1
732,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action, Adventure, Comedy, Family, Science Fiction",6
733,Five Star Murder,2023,"Thriller, Mystery",6.5
734,Aquaman,2018,"Action, Adventure, Fantasy",6.9
735,Léon: The Professional,1994,"Crime, Drama, Action",8.3
736,Edward Scissorhands,1990,"Fantasy, Drama, Romance",7.7
737,The Swan Princess: A Fairytale Is Born,2023,"Family, Animation, Fantasy",6.9
738,The Addams Family,2019,"Family, Animation, Comedy, Fantasy",6.6
739,Blue's Big City Adventure,2022,"Family, Adventure, Music, Animation",7.2
740,The Croods,2013,"Animation, Adventure, Family, Fantasy, Comedy, Action",6.9
741,Police Academy,1984,"Comedy, Crime",6.7
742,The Soccer Football Movie,2022,"Animation, Comedy, Family",6
743,Teenage Mutant Ninja Turtles,1990,"Science Fiction, Action, Adventure, Comedy, Family",6.6
744,Hotel Transylvania 3: Summer Vacation,2018,"Animation, Comedy, Family, Fantasy",6.9
745,American Pie Presents: Beta House,2007,Comedy,5.6
746,Brother Bear,2003,"Adventure, Animation, Family",7.3
747,Spiral: From the Book of Saw,2021,"Horror, Crime, Mystery",6.1
748,The Passion of the Christ,2004,Drama,7.5
749,Don't Worry Darling,2022,"Thriller, Mystery, Drama",6.8
750,The Wizard of Oz,1939,"Adventure, Fantasy, Family",7.6
751,Cinderella II: Dreams Come True,2002,"Family, Animation, Romance, Fantasy",6.1
752,Alita: Battle Angel,2019,"Action, Science Fiction, Adventure",7.2
753,Detective Knight: Rogue,2022,"Action, Crime, Thriller",6.6
754,The Evil Dead,1981,Horror,7.3
755,Guardians of the Galaxy,2014,"Action, Science Fiction, Adventure",7.9
756,Slumberland,2022,"Family, Fantasy",7.4
757,Madagascar 3: Europe's Most Wanted,2012,"Animation, Family, Comedy, Adventure",6.6
758,Nightcrawler,2014,"Crime, Drama, Thriller",7.7
759,American Pie,1999,"Comedy, Romance",6.6
760,Indiana Jones and the Kingdom of the Crystal Skull,2008,"Adventure, Action",6
761,Angel Has Fallen,2019,"Action, Thriller",6.6
762,Blade,1998,"Horror, Action",6.8
763,Ghost Rider,2007,"Thriller, Action, Fantasy",5.5
764,The Hunt,2020,"Action, Thriller, Horror",6.7
765,"Love, Rosie",2014,"Romance, Drama, Comedy",7.8
